"Candidate","General_Party","Election_Year","Specific_Party","State","Amount"
"ALEXANDER, STEWART A","Third-Party",2012,"SOCIALIST PARTY USA","",977.01
"BARNETT, ANDRE & CROSS, KEN","Third-Party",2012,"REFORM","",20
"BARNETT, ANDRE & CROSS, KEN","Third-Party",2012,"REFORM","NY",1788.62
"BARR, ROSEANNE CHERRI & SHEEHAN, CINDY","Third-Party",2012,"PEACE & FREEDOM","",3508.18
"BARR, ROSEANNE CHERRI & SHEEHAN, CINDY","Third-Party",2012,"PEACE & FREEDOM","CA",28295.61
"BARR, ROSEANNE CHERRI & SHEEHAN, CINDY","Third-Party",2012,"PEACE & FREEDOM","GA",21500
"BARR, ROSEANNE CHERRI & SHEEHAN, CINDY","Third-Party",2012,"PEACE & FREEDOM","MN",250
"BARR, ROSEANNE CHERRI & SHEEHAN, CINDY","Third-Party",2012,"PEACE & FREEDOM","NY",3000
"FELLURE, JACK & DAVIS, TOBY","Third-Party",2012,"PROHIBITION","",1548.96
"FELLURE, JACK & DAVIS, TOBY","Third-Party",2012,"PROHIBITION","WV",234.85
"GARY, ROGER V","Third-Party",2012,"LIBERTARIAN","MA",2400
"GARY, ROGER V","Third-Party",2012,"LIBERTARIAN","TX",250
"GOODE JR, VIRGIL H & CLYMER, JIM","Third-Party",2012,"CONSTITUTION","",34971.54
"GOODE JR, VIRGIL H & CLYMER, JIM","Third-Party",2012,"CONSTITUTION","VA",166656
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","",7155
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","CA",1750
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","CO",500
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","FL",1000
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","GA",500
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","IL",1000
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","NH",250
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","NM",500
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","NY",833
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","OH",250
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","OK",1933
"HARRIS, R J","Third-Party",2012,"LIBERTARIAN","ZZ",750
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","",1083512.39
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","AE",250
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","AK",6000
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","AL",7450
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","AP",250
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","AR",2270
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","AZ",24685
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","CA",210085.05
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","CO",66790
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","CT",16051
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","DC",10750
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","DE",4350
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","FL",70690.36
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","GA",39067
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","HI",7800
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","IA",6570
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","ID",6350
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","IL",37187.38
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","IN",14962.76
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","KS",5210
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","KY",2900
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","LA",11120
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MA",23601
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MD",21465
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","ME",2035
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MI",30295
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MN",13935
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MO",14570
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MS",2500
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","MT",475
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NC",35382
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","ND",750
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NE",1910
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NH",26202.16
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NJ",17290
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NM",116098.66
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NV",23335
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","NY",74870.72
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","OH",41830
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","OK",4650
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","OR",16321.51
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","PA",32572
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","RI",3200
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","SC",7633.17
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","SD",5775
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","TN",4624
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","TX",134766
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","UT",14731
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","VA",37750.29
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","VT",6650
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","WA",50401.33
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","WI",8847.92
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","WV",270
"JOHNSON, GARY EARL & GRAY, JIM","Third-Party",2012,"LIBERTARIAN","WY",1325
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","",7555084.6
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","AE",3762.7
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","AK",13778.86
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","AL",25625
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","AP",2790
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","AR",15196.74
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","AZ",83389.9
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","CA",495260.56
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","CO",128571.09
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","CT",68119.31
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","DC",40416.63
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","DE",3875
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","FL",229938.1
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","GA",101033.86
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","HI",34337.25
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","IA",18739.75
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","ID",20840
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","IL",112087.15
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","IN",36268.27
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","KS",17561.6
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","KY",22302
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","LA",26852.21
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MA",154753.27
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MD",72596.79
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","ME",7776.22
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MI",77886.17
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MN",51429.47
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MO",39262.18
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MS",6600.21
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","MT",6982.94
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NC",79625.21
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","ND",2375
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NE",13184.6
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NH",36122.09
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NJ",73613.57
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NM",103413.69
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NV",59906.71
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","NY",246860.47
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","OH",65598.87
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","OK",21185.32
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","OR",32342.4
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","PA",91067.61
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","PR",9100
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","PW",240
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","RI",3640
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","SC",39707.78
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","SD",2780
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","TN",60461.32
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","TX",322386.56
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","UT",32016.55
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","VA",636961.71
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","VT",8558.25
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","WA",142063.1
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","WI",31277.36
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","WV",5181.25
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","WY",10213
"JOHNSON, GARY EARL & WELD, WILLIAM FLOYD (BILL))","Third-Party",2016,"LIBERTARIAN","ZZ",5790
"LINDSAY, PETA & OSORIO, YARI","Third-Party",2012,"SOCIALISM AND LIBERATION","",31058
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","",1185399.57
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AA",250
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AE",250
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AK",3615
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AL",1800
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AP",375
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AR",1925
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","AZ",11547
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","CA",50335.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","CO",12156
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","CT",580
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","DC",7270
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","DE",300
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","FL",20727.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","GA",5987
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","HI",2050
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","IA",2195
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","ID",10954.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","IL",6262.71
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","IN",1315
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","KS",2970
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","KY",4047.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","LA",1950
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","MA",9305
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","MD",11089.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","ME",1850
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","MI",30257.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","MN",9162.32
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","MO",6820.16
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","MT",3855
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NC",8092
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NE",1673.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NH",1025
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NJ",4900
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NM",3672.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NV",4444.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","NY",30187.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","OH",5205.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","OK",2220
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","OR",7625
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","PA",3432.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","SC",4372
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","SD",425
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","TN",2735
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","TX",38077
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","UT",124725.5
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","VA",43103
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","VT",1075
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","WA",30130.57
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","WI",6610
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","WV",650
"MCMULLIN, EVAN & FINN, MINDY","Third-Party",2016,"INDEPENDENT","WY",1232.5
"MESPLAY, KENT","Third-Party",2012,"GREEN","",2865
"MESPLAY, KENT","Third-Party",2012,"GREEN","AZ",81.93
"MESPLAY, KENT","Third-Party",2012,"GREEN","CA",6906.87
"MESPLAY, KENT","Third-Party",2012,"GREEN","IL",19.12
"MESPLAY, KENT","Third-Party",2012,"GREEN","MO",23.97
"MILLER, MERLIN","Third-Party",2012,"INDEPENDENT","",6258.09
"MILLER, MERLIN","Third-Party",2012,"INDEPENDENT","CA",2500
"MORSTAD, DEAN & FRANKE-HYLAND, JOSHUA P","Third-Party",2012,"CONSTITUTIONAL GOVERNMENT","",4170
"MORSTAD, DEAN & FRANKE-HYLAND, JOSHUA P","Third-Party",2012,"CONSTITUTIONAL GOVERNMENT","CA",250
"MORSTAD, DEAN & FRANKE-HYLAND, JOSHUA P","Third-Party",2012,"CONSTITUTIONAL GOVERNMENT","MN",5737
"MORSTAD, DEAN & FRANKE-HYLAND, JOSHUA P","Third-Party",2012,"CONSTITUTIONAL GOVERNMENT","TX",350
"MORSTAD, DEAN & FRANKE-HYLAND, JOSHUA P","Third-Party",2012,"CONSTITUTIONAL GOVERNMENT","UT",250
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","",30043717.66
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AA",351
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AE",43264.03
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AK",133220.92
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AL",226521.55
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AP",30042.7
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AR",123960.71
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","AZ",559557.42
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","CA",2938038.28
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","CO",489144.66
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","CT",275689.44
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","DC",43268.6
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","DE",55550.76
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","FL",1338314.55
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","GA",493397.72
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","GU",3592.33
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","HI",119836.21
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","IA",279218.71
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","ID",163828.9
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","IL",644634.17
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","IN",329756.55
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","KS",181229.03
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","KY",184461.21
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","LA",273667.38
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MA",369517.05
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MD",393990.9
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","ME",115923.87
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MI",505538.3
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MN",336321.74
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MO",322462.61
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MP",831.15
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MS",151490.09
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","MT",135575.84
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NC",510164.08
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","ND",72856.25
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NE",98299.37
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NH",251301.4
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NJ",536099.92
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NM",143401.85
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NO",100
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NV",390677.48
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","NY",1028984
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","OH",564578.14
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","OK",221643.02
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","OR",331969.31
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","PA",755584.9
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","PR",1852
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","RI",58670.29
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","SC",219745.18
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","SD",44831.64
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","TN",369468.41
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","TX",3570644.57
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","UT",210010.42
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","VA",662803.11
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","VI",333
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","VT",51220.69
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","WA",709289.47
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","WI",272642.33
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","WV",80319.15
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","WY",108217.12
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","ZZ",30219.47
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","ZZ L9C 5Y4",100
"PAUL, RONALD D","Third-Party",2012,"WRITEIN","ZZ P1Y 3C8",75
"PERSON, CARL E","Third-Party",2012,"LIBERTARIAN","NY",9579.66
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","",24600.58
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","AL",-100
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","AR",105
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","AS",-10
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","AZ",2950
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","CA",24
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","FL",735
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","ID",-20
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","IL",-20
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","IN",489
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","KY",-10
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","MA",1708
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","MD",-60
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","MO",-100
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","MS",-200
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","NC",-20
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","NH",-11
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","NJ",-10
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","NV",5000
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","NY",435.12
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","OH",757
"REED, JILL & CARY, TOM","Third-Party",2012,"UNAFFILIATED","OR",4500
